Participant,Trial,Environment,Environment_Type,Chosen_Island,Probability,Random_Value,Reward,Score,Response_Time,Win-Stay,Lose-Shift,Exploration,Exploitation,ss1_score,ss1_group
FG002,47,2,Low-Slow,3,80,0.59,1,-1,0.01,1,0,0,1,8,high ss1
FG002,48,2,Low-Slow,3,80,0.94,-1,-2,0.04,1,0,0,1,8,high ss1
FG002,49,2,Low-Slow,2,5,0.84,-1,-3,0.26,0,1,1,0,8,high ss1
FG002,50,2,Low-Slow,1,15,0.6,-1,-4,0.01,0,1,1,0,8,high ss1
FG002,151,3,High-Fast,1,60,0.17,1,-3,2.02,0,0,0,1,8,high ss1
FG002,152,3,High-Fast,1,60,0.82,-1,-4,0.17,1,0,0,1,8,high ss1
FG002,153,3,High-Fast,3,15,0.64,-1,-5,0.21,0,1,1,0,8,high ss1
FG002,154,3,High-Fast,2,25,0.71,-1,-6,0.1,0,1,1,0,8,high ss1
FG002,155,3,High-Fast,1,60,0.66,-1,-7,0.59,0,1,1,0,8,high ss1
FG002,156,3,High-Fast,1,60,0.83,-1,-8,0.89,0,0,0,1,8,high ss1
FG002,157,3,High-Fast,3,15,0.19,-1,-9,0.11,0,1,1,0,8,high ss1
FG002,158,3,High-Fast,3,15,0.23,-1,-10,0.3,0,0,0,1,8,high ss1
FG002,159,3,High-Fast,2,25,0.09,1,-9,0.19,0,1,1,0,8,high ss1
FG002,160,3,High-Fast,2,25,0.21,1,-8,0.14,1,0,0,1,8,high ss1
FG002,161,3,High-Fast,2,15,0.08,1,-7,0.12,1,0,0,1,8,high ss1
FG002,162,3,High-Fast,2,15,0.96,-1,-8,0.26,1,0,0,1,8,high ss1
FG002,163,3,High-Fast,1,25,0.75,-1,-9,0.28,0,1,1,0,8,high ss1
FG002,164,3,High-Fast,2,15,0.41,-1,-10,0.01,0,1,1,0,8,high ss1
FG002,165,3,High-Fast,3,60,0.84,-1,-11,0.12,0,1,1,0,8,high ss1
FG002,166,3,High-Fast,2,15,0.9,-1,-12,0.56,0,1,1,0,8,high ss1
FG002,167,3,High-Fast,1,25,0.32,-1,-13,0.81,0,1,1,0,8,high ss1
FG002,168,3,High-Fast,3,60,0.47,1,-12,0.3,0,1,1,0,8,high ss1
FG002,169,3,High-Fast,3,60,0.99,-1,-13,0.33,1,0,0,1,8,high ss1
FG002,170,3,High-Fast,1,25,0.94,-1,-14,1.38,0,1,1,0,8,high ss1
FG002,171,3,High-Fast,2,60,0.26,1,-13,0.04,0,1,1,0,8,high ss1
FG002,172,3,High-Fast,2,60,0.69,-1,-14,0.22,1,0,0,1,8,high ss1
FG002,173,3,High-Fast,1,15,0.61,-1,-15,0.47,0,1,1,0,8,high ss1
FG002,174,3,High-Fast,3,25,0.62,-1,-16,0.13,0,1,1,0,8,high ss1
FG002,175,3,High-Fast,2,60,0.83,-1,-17,0.4,0,1,1,0,8,high ss1
FG002,176,3,High-Fast,1,15,0.02,1,-16,0.47,0,1,1,0,8,high ss1
FG002,177,3,High-Fast,1,15,0.08,1,-15,0.23,1,0,0,1,8,high ss1
FG002,178,3,High-Fast,1,15,0.3,-1,-16,0.12,1,0,0,1,8,high ss1
FG002,179,3,High-Fast,2,60,0.58,1,-15,0.24,0,1,1,0,8,high ss1
FG002,180,3,High-Fast,2,60,0.78,-1,-16,0.34,1,0,0,1,8,high ss1
FG002,181,3,High-Fast,3,25,0.62,-1,-17,0.31,0,1,1,0,8,high ss1
FG002,182,3,High-Fast,1,60,0.58,1,-16,0.25,0,1,1,0,8,high ss1
FG002,183,3,High-Fast,1,60,0.9,-1,-17,0.17,1,0,0,1,8,high ss1
FG002,184,3,High-Fast,2,15,0.85,-1,-18,0.43,0,1,1,0,8,high ss1
FG002,185,3,High-Fast,3,25,0.42,-1,-19,0.01,0,1,1,0,8,high ss1
FG002,186,3,High-Fast,2,15,0.95,-1,-20,2.38,0,1,1,0,8,high ss1
FG002,187,3,High-Fast,1,60,0.11,1,-19,0.42,0,1,1,0,8,high ss1
FG002,188,3,High-Fast,1,60,0.58,1,-18,0.3,1,0,0,1,8,high ss1
FG002,189,3,High-Fast,1,60,0.97,-1,-19,0.33,1,0,0,1,8,high ss1
FG002,190,3,High-Fast,3,25,0.11,1,-18,0.3,0,1,1,0,8,high ss1
FG002,191,3,High-Fast,3,60,0.3,1,-17,0.43,1,0,0,1,8,high ss1
FG002,192,3,High-Fast,3,60,0.28,1,-16,0.36,1,0,0,1,8,high ss1
FG002,193,3,High-Fast,3,60,0.47,1,-15,0.3,1,0,0,1,8,high ss1
FG002,194,3,High-Fast,3,60,0.83,-1,-16,0.23,1,0,0,1,8,high ss1
FG002,195,3,High-Fast,2,25,0.68,-1,-17,0.81,0,1,1,0,8,high ss1
FG002,196,3,High-Fast,1,15,0.9,-1,-18,0.13,0,1,1,0,8,high ss1
FG002,197,3,High-Fast,3,60,0.48,1,-17,0.88,0,1,1,0,8,high ss1
FG002,198,3,High-Fast,3,60,0.14,1,-16,0.36,1,0,0,1,8,high ss1
FG002,199,3,High-Fast,3,60,0.21,1,-15,0.14,1,0,0,1,8,high ss1
FG002,200,3,High-Fast,3,60,0.33,1,-14,0.32,1,0,0,1,8,high ss1
FG002,51,4,Low-Fast,1,80,0.44,1,-13,1.34,0,0,1,0,8,high ss1
FG002,52,4,Low-Fast,1,80,0.89,-1,-14,0.33,1,0,0,1,8,high ss1
FG002,53,4,Low-Fast,3,5,0.89,-1,-15,0.25,0,1,1,0,8,high ss1
FG002,54,4,Low-Fast,2,15,0.15,-1,-16,0.02,0,1,1,0,8,high ss1
FG002,55,4,Low-Fast,1,80,0.45,1,-15,0.05,0,1,1,0,8,high ss1
FG002,56,4,Low-Fast,1,80,0.16,1,-14,0.18,1,0,0,1,8,high ss1
FG002,57,4,Low-Fast,1,80,0.17,1,-13,0.2,1,0,0,1,8,high ss1
FG002,58,4,Low-Fast,1,80,0.9,-1,-14,0.19,1,0,0,1,8,high ss1
FG002,59,4,Low-Fast,3,5,0.43,-1,-15,0.26,0,1,1,0,8,high ss1
FG002,60,4,Low-Fast,2,15,0.74,-1,-16,0.07,0,1,1,0,8,high ss1
FG002,61,4,Low-Fast,1,15,0.54,-1,-17,0.22,0,1,1,0,8,high ss1
FG002,62,4,Low-Fast,3,80,0.85,-1,-18,0.3,0,1,1,0,8,high ss1
FG002,63,4,Low-Fast,2,5,0.15,-1,-19,0.07,0,1,1,0,8,high ss1
FG002,64,4,Low-Fast,1,15,0.43,-1,-20,0.26,0,1,1,0,8,high ss1
FG002,65,4,Low-Fast,3,80,0.62,1,-19,0.3,0,1,1,0,8,high ss1
FG002,66,4,Low-Fast,3,80,0.31,1,-18,0.26,1,0,0,1,8,high ss1
FG002,67,4,Low-Fast,3,80,0.96,-1,-19,0.28,1,0,0,1,8,high ss1
FG002,68,4,Low-Fast,3,80,0.02,1,-18,2.17,0,0,0,1,8,high ss1
FG002,69,4,Low-Fast,3,80,0.5,1,-17,0.3,1,0,0,1,8,high ss1
FG002,70,4,Low-Fast,3,80,0.29,1,-16,0.16,1,0,0,1,8,high ss1
FG002,71,4,Low-Fast,3,15,0.1,1,-15,0.24,1,0,0,1,8,high ss1
FG002,72,4,Low-Fast,3,15,0.59,-1,-16,0.1,1,0,0,1,8,high ss1
FG002,73,4,Low-Fast,3,15,0.96,-1,-17,0.51,0,0,0,1,8,high ss1
FG002,74,4,Low-Fast,3,15,0.42,-1,-18,0.27,0,0,0,1,8,high ss1
FG002,75,4,Low-Fast,2,80,0.77,1,-17,0.71,0,1,1,0,8,high ss1
FG002,76,4,Low-Fast,2,80,0.59,1,-16,0.12,1,0,0,1,8,high ss1
FG002,77,4,Low-Fast,2,80,0.98,-1,-17,0.16,1,0,0,1,8,high ss1
FG002,78,4,Low-Fast,1,5,0.42,-1,-18,0.13,0,1,1,0,8,high ss1
FG002,79,4,Low-Fast,3,15,0.1,1,-17,0.05,0,1,1,0,8,high ss1
FG002,80,4,Low-Fast,3,15,0.54,-1,-18,0.13,1,0,0,1,8,high ss1
FG002,81,4,Low-Fast,2,5,0.51,-1,-19,0.07,0,1,1,0,8,high ss1
FG002,82,4,Low-Fast,1,80,0.38,1,-18,0.45,0,1,1,0,8,high ss1
FG002,83,4,Low-Fast,1,80,0.56,1,-17,0.13,1,0,0,1,8,high ss1
FG002,84,4,Low-Fast,1,80,0.4,1,-16,0.32,1,0,0,1,8,high ss1
FG002,85,4,Low-Fast,1,80,0.42,1,-15,0.32,1,0,0,1,8,high ss1
FG002,86,4,Low-Fast,1,80,0.25,1,-14,0.7,1,0,0,1,8,high ss1
FG002,87,4,Low-Fast,1,80,0.91,-1,-15,0.32,1,0,0,1,8,high ss1
FG002,88,4,Low-Fast,3,15,0.16,-1,-16,0.09,0,1,1,0,8,high ss1
FG002,89,4,Low-Fast,2,5,0.24,-1,-17,0.19,0,1,1,0,8,high ss1
FG002,90,4,Low-Fast,1,80,0.45,1,-16,0.1,0,1,1,0,8,high ss1
FG002,91,4,Low-Fast,1,15,0.02,1,-15,0.23,1,0,0,1,8,high ss1
FG002,92,4,Low-Fast,1,15,0.19,-1,-16,0.08,1,0,0,1,8,high ss1
FG002,93,4,Low-Fast,3,5,0.56,-1,-17,0.06,0,1,1,0,8,high ss1
FG002,94,4,Low-Fast,2,80,0.96,-1,-18,0.64,0,1,1,0,8,high ss1
FG002,95,4,Low-Fast,1,15,0.86,-1,-19,0.24,0,1,1,0,8,high ss1
FG002,96,4,Low-Fast,1,15,0.59,-1,-20,0.21,0,0,0,1,8,high ss1
FG002,97,4,Low-Fast,1,15,0.54,-1,-21,0.55,0,0,0,1,8,high ss1
FG002,98,4,Low-Fast,3,5,0.78,-1,-22,0.01,0,1,1,0,8,high ss1
FG002,99,4,Low-Fast,2,80,0.33,1,-21,0.06,0,1,1,0,8,high ss1
FG002,100,4,Low-Fast,2,80,0.47,1,-20,0.1,1,0,0,1,8,high ss1
FG003,101,1,High-Slow,1,60,0.97,-1,-1,5.81,0,0,0,0,9,high ss1
FG003,102,1,High-Slow,1,60,0.47,1,0,2.66,0,0,0,1,9,high ss1
FG003,103,1,High-Slow,2,25,0.52,-1,-1,1.55,0,0,1,0,9,high ss1
FG003,104,1,High-Slow,2,25,0.81,-1,-2,3.89,0,0,0,1,9,high ss1
FG003,105,1,High-Slow,2,25,0.74,-1,-3,1.0,0,0,0,1,9,high ss1
FG003,106,1,High-Slow,1,60,0.24,1,-2,0.31,0,1,1,0,9,high ss1
FG003,107,1,High-Slow,1,60,0.52,1,-1,0.45,1,0,0,1,9,high ss1
FG003,108,1,High-Slow,3,15,0.84,-1,-2,1.48,0,0,1,0,9,high ss1
FG003,109,1,High-Slow,2,25,0.69,-1,-3,0.32,0,1,1,0,9,high ss1
FG003,110,1,High-Slow,1,60,0.93,-1,-4,2.02,0,1,1,0,9,high ss1
FG003,111,1,High-Slow,1,60,0.37,1,-3,1.88,0,0,0,1,9,high ss1
FG003,112,1,High-Slow,1,60,0.35,1,-2,0.13,1,0,0,1,9,high ss1
FG003,113,1,High-Slow,1,60,0.98,-1,-3,0.09,1,0,0,1,9,high ss1
FG003,114,1,High-Slow,2,25,0.35,-1,-4,2.06,0,1,1,0,9,high ss1
FG003,115,1,High-Slow,2,25,0.96,-1,-5,0.01,0,0,0,1,9,high ss1
FG003,116,1,High-Slow,2,25,0.74,-1,-6,0.32,0,0,0,1,9,high ss1
FG003,117,1,High-Slow,1,60,0.24,1,-5,1.89,0,1,1,0,9,high ss1
FG003,118,1,High-Slow,1,60,0.97,-1,-6,0.11,1,0,0,1,9,high ss1
FG003,119,1,High-Slow,3,15,0.18,-1,-7,0.96,0,1,1,0,9,high ss1
FG003,120,1,High-Slow,3,15,0.25,-1,-8,2.1,0,0,0,1,9,high ss1
FG003,121,1,High-Slow,1,60,0.26,1,-7,0.27,0,1,1,0,9,high ss1
FG003,122,1,High-Slow,1,60,0.57,1,-6,1.08,1,0,0,1,9,high ss1
FG003,123,1,High-Slow,3,15,0.22,-1,-7,2.89,0,0,1,0,9,high ss1
FG003,124,1,High-Slow,2,25,0.24,1,-6,3.12,0,1,1,0,9,high ss1
FG003,125,1,High-Slow,2,25,0.66,-1,-7,1.52,1,0,0,1,9,high ss1
FG003,126,1,High-Slow,1,15,0.84,-1,-8,0.16,0,1,1,0,9,high ss1
FG003,127,1,High-Slow,1,15,0.47,-1,-9,0.81,0,0,0,1,9,high ss1
FG003,128,1,High-Slow,1,15,0.61,-1,-10,1.21,0,0,0,1,9,high ss1
FG003,129,1,High-Slow,2,60,0.72,-1,-11,0.23,0,1,1,0,9,high ss1
FG003,130,1,High-Slow,3,25,0.18,1,-10,0.92,0,1,1,0,9,high ss1
FG003,131,1,High-Slow,3,25,0.85,-1,-11,0.2,1,0,0,1,9,high ss1
FG003,132,1,High-Slow,3,25,0.38,-1,-12,0.34,0,0,0,1,9,high ss1
FG003,133,1,High-Slow,1,15,0.73,-1,-13,0.49,0,1,1,0,9,high ss1
FG003,134,1,High-Slow,2,60,0.63,-1,-14,0.23,0,1,1,0,9,high ss1
FG003,135,1,High-Slow,1,15,0.63,-1,-15,0.46,0,1,1,0,9,high ss1
FG003,136,1,High-Slow,1,15,0.1,1,-14,0.03,0,0,0,1,9,high ss1
FG003,137,1,High-Slow,1,15,0.74,-1,-15,0.46,1,0,0,1,9,high ss1
FG003,138,1,High-Slow,1,15,0.27,-1,-16,1.57,0,0,0,1,9,high ss1
FG003,139,1,High-Slow,3,25,0.59,-1,-17,0.58,0,1,1,0,9,high ss1
FG003,140,1,High-Slow,3,25,0.41,-1,-18,0.73,0,0,0,1,9,high ss1
FG003,141,1,High-Slow,2,60,0.32,1,-17,0.94,0,1,1,0,9,high ss1
FG003,142,1,High-Slow,2,60,0.28,1,-16,0.58,1,0,0,1,9,high ss1
FG003,143,1,High-Slow,2,60,0.01,1,-15,0.88,1,0,0,1,9,high ss1
FG003,144,1,High-Slow,2,60,0.18,1,-14,0.31,1,0,0,1,9,high ss1
FG003,145,1,High-Slow,2,60,0.93,-1,-15,0.26,1,0,0,1,9,high ss1
FG003,146,1,High-Slow,1,15,0.04,1,-14,1.51,0,1,1,0,9,high ss1
FG003,147,1,High-Slow,1,15,0.94,-1,-15,0.31,1,0,0,1,9,high ss1
FG003,148,1,High-Slow,3,25,0.92,-1,-16,0.55,0,1,1,0,9,high ss1
FG003,149,1,High-Slow,2,60,0.26,1,-15,0.16,0,1,1,0,9,high ss1
FG003,150,1,High-Slow,2,60,0.97,-1,-16,0.09,1,0,0,1,9,high ss1
FG003,51,2,Low-Fast,2,15,0.27,-1,-17,8.12,0,0,0,1,9,high ss1
FG003,52,2,Low-Fast,1,80,0.17,1,-16,0.2,0,1,1,0,9,high ss1
FG003,53,2,Low-Fast,1,80,0.4,1,-15,0.61,1,0,0,1,9,high ss1
FG003,54,2,Low-Fast,1,80,0.27,1,-14,1.32,1,0,0,1,9,high ss1
FG003,55,2,Low-Fast,1,80,0.06,1,-13,0.41,1,0,0,1,9,high ss1
FG003,56,2,Low-Fast,1,80,0.89,-1,-14,0.23,1,0,0,1,9,high ss1
FG003,57,2,Low-Fast,3,5,0.81,-1,-15,1.2,0,1,1,0,9,high ss1
FG003,58,2,Low-Fast,3,5,0.97,-1,-16,0.36,0,0,0,1,9,high ss1
FG003,59,2,Low-Fast,2,15,0.93,-1,-17,0.16,0,1,1,0,9,high ss1
FG003,60,2,Low-Fast,1,80,0.94,-1,-18,0.5,0,1,1,0,9,high ss1
FG003,61,2,Low-Fast,2,5,0.01,1,-17,0.13,0,1,1,0,9,high ss1
FG003,62,2,Low-Fast,2,5,0.18,-1,-18,0.08,1,0,0,1,9,high ss1
FG003,63,2,Low-Fast,3,80,0.82,-1,-19,0.58,0,1,1,0,9,high ss1
FG003,64,2,Low-Fast,1,15,0.73,-1,-20,0.62,0,1,1,0,9,high ss1
FG003,65,2,Low-Fast,2,5,0.04,1,-19,0.22,0,1,1,0,9,high ss1
FG003,66,2,Low-Fast,2,5,0.54,-1,-20,1.04,1,0,0,1,9,high ss1
FG003,67,2,Low-Fast,1,15,0.87,-1,-21,1.59,0,1,1,0,9,high ss1
FG003,68,2,Low-Fast,1,15,0.0,1,-20,0.32,0,0,0,1,9,high ss1
FG003,69,2,Low-Fast,1,15,0.42,-1,-21,0.66,1,0,0,1,9,high ss1
FG003,70,2,Low-Fast,3,80,0.96,-1,-22,1.07,0,1,1,0,9,high ss1
FG003,71,2,Low-Fast,2,80,0.3,1,-21,0.11,0,1,1,0,9,high ss1
FG003,72,2,Low-Fast,2,80,0.9,-1,-22,0.07,1,0,0,1,9,high ss1
FG003,73,2,Low-Fast,1,5,0.29,-1,-23,0.02,0,1,1,0,9,high ss1
FG003,74,2,Low-Fast,3,15,0.17,-1,-24,0.61,0,1,1,0,9,high ss1
FG003,75,2,Low-Fast,2,80,0.2,1,-23,0.92,0,1,1,0,9,high ss1
FG003,76,2,Low-Fast,2,80,0.6,1,-22,0.44,1,0,0,1,9,high ss1
FG003,77,2,Low-Fast,2,80,0.61,1,-21,0.39,1,0,0,1,9,high ss1
FG003,78,2,Low-Fast,2,80,0.55,1,-20,0.19,1,0,0,1,9,high ss1
FG003,79,2,Low-Fast,2,80,1.0,-1,-21,0.32,1,0,0,1,9,high ss1
FG003,80,2,Low-Fast,1,5,0.52,-1,-22,0.69,0,1,1,0,9,high ss1
FG003,81,2,Low-Fast,3,15,0.28,-1,-23,0.39,0,1,1,0,9,high ss1
FG003,82,2,Low-Fast,1,80,0.36,1,-22,0.42,0,1,1,0,9,high ss1
FG003,83,2,Low-Fast,1,80,0.39,1,-21,0.1,1,0,0,1,9,high ss1
FG003,84,2,Low-Fast,1,80,0.74,1,-20,0.29,1,0,0,1,9,high ss1
FG003,85,2,Low-Fast,1,80,0.64,1,-19,0.02,1,0,0,1,9,high ss1
FG003,86,2,Low-Fast,1,80,0.49,1,-18,0.07,1,0,0,1,9,high ss1
FG003,87,2,Low-Fast,1,80,0.32,1,-17,0.3,1,0,0,1,9,high ss1
FG003,88,2,Low-Fast,1,80,0.09,1,-16,0.12,1,0,0,1,9,high ss1
FG003,89,2,Low-Fast,1,80,0.04,1,-15,0.21,1,0,0,1,9,high ss1
FG003,90,2,Low-Fast,1,80,0.56,1,-14,0.19,1,0,0,1,9,high ss1
FG003,91,2,Low-Fast,1,15,0.38,-1,-15,0.02,1,0,0,1,9,high ss1
FG003,92,2,Low-Fast,1,15,0.58,-1,-16,0.15,0,0,0,1,9,high ss1
FG003,93,2,Low-Fast,1,15,0.72,-1,-17,0.08,0,0,0,1,9,high ss1
FG003,94,2,Low-Fast,3,5,0.01,1,-16,0.13,0,1,1,0,9,high ss1
FG003,95,2,Low-Fast,3,5,0.09,-1,-17,0.28,1,0,0,1,9,high ss1
FG003,96,2,Low-Fast,2,80,0.32,1,-16,0.16,0,1,1,0,9,high ss1
FG003,97,2,Low-Fast,2,80,0.93,-1,-17,0.94,1,0,0,1,9,high ss1
FG003,98,2,Low-Fast,1,15,0.95,-1,-18,0.52,0,1,1,0,9,high ss1
FG003,99,2,Low-Fast,3,5,0.58,-1,-19,0.27,0,1,1,0,9,high ss1
FG003,100,2,Low-Fast,2,80,0.46,1,-18,0.41,0,1,1,0,9,high ss1
FG003,1,3,Low-Slow,2,15,0.71,-1,-19,2.96,1,0,0,1,9,high ss1
FG003,2,3,Low-Slow,1,80,0.59,1,-18,1.61,0,1,1,0,9,high ss1
FG003,3,3,Low-Slow,1,80,0.45,1,-17,0.52,1,0,0,1,9,high ss1
FG003,4,3,Low-Slow,1,80,0.48,1,-16,0.38,1,0,0,1,9,high ss1
FG003,5,3,Low-Slow,1,80,0.41,1,-15,0.12,1,0,0,1,9,high ss1
FG003,6,3,Low-Slow,1,80,0.93,-1,-16,0.6,1,0,0,1,9,high ss1
FG003,7,3,Low-Slow,3,5,0.79,-1,-17,0.81,0,1,1,0,9,high ss1
FG003,8,3,Low-Slow,2,15,0.47,-1,-18,0.68,0,1,1,0,9,high ss1
FG003,9,3,Low-Slow,1,80,0.62,1,-17,0.87,0,1,1,0,9,high ss1
FG003,10,3,Low-Slow,1,80,0.57,1,-16,0.19,1,0,0,1,9,high ss1
FG003,11,3,Low-Slow,1,80,0.75,1,-15,0.13,1,0,0,1,9,high ss1
FG003,12,3,Low-Slow,1,80,0.27,1,-14,0.01,1,0,0,1,9,high ss1
FG003,13,3,Low-Slow,1,80,0.11,1,-13,0.01,1,0,0,1,9,high ss1
FG003,14,3,Low-Slow,1,80,0.63,1,-12,0.56,1,0,0,1,9,high ss1
FG003,15,3,Low-Slow,1,80,0.78,1,-11,0.24,1,0,0,1,9,high ss1
FG003,16,3,Low-Slow,1,80,0.93,-1,-12,0.3,1,0,0,1,9,high ss1
FG003,17,3,Low-Slow,3,5,0.26,-1,-13,1.53,0,1,1,0,9,high ss1
FG003,18,3,Low-Slow,2,15,0.61,-1,-14,0.38,0,1,1,0,9,high ss1
FG003,19,3,Low-Slow,1,80,0.5,1,-13,0.29,0,1,1,0,9,high ss1
FG003,20,3,Low-Slow,1,80,0.82,-1,-14,0.13,1,0,0,1,9,high ss1
FG003,21,3,Low-Slow,1,80,0.88,-1,-15,0.03,0,0,0,1,9,high ss1
FG003,22,3,Low-Slow,3,5,0.95,-1,-16,0.37,0,1,1,0,9,high ss1
FG003,23,3,Low-Slow,2,15,0.54,-1,-17,0.88,0,1,1,0,9,high ss1
FG003,24,3,Low-Slow,3,5,0.11,-1,-18,0.2,0,1,1,0,9,high ss1
FG003,25,3,Low-Slow,1,15,0.73,-1,-19,0.06,0,1,1,0,9,high ss1
FG003,26,3,Low-Slow,1,15,0.88,-1,-20,0.08,0,0,0,1,9,high ss1
FG003,27,3,Low-Slow,2,5,0.27,-1,-21,0.49,0,1,1,0,9,high ss1
FG003,28,3,Low-Slow,3,80,0.32,1,-20,0.12,0,1,1,0,9,high ss1
FG003,29,3,Low-Slow,3,80,0.22,1,-19,0.05,1,0,0,1,9,high ss1
FG003,30,3,Low-Slow,3,80,0.54,1,-18,0.19,1,0,0,1,9,high ss1
FG003,31,3,Low-Slow,3,80,0.25,1,-17,0.1,1,0,0,1,9,high ss1
FG003,32,3,Low-Slow,3,80,0.23,1,-16,0.1,1,0,0,1,9,high ss1
FG003,33,3,Low-Slow,3,80,0.55,1,-15,0.13,1,0,0,1,9,high ss1
FG003,34,3,Low-Slow,3,80,0.18,1,-14,0.36,1,0,0,1,9,high ss1
FG003,35,3,Low-Slow,3,80,0.56,1,-13,0.07,1,0,0,1,9,high ss1
FG003,36,3,Low-Slow,3,80,0.6,1,-12,0.66,1,0,0,1,9,high ss1
FG003,37,3,Low-Slow,3,80,0.8,1,-11,0.02,1,0,0,1,9,high ss1
FG003,38,3,Low-Slow,3,80,0.15,1,-10,0.16,1,0,0,1,9,high ss1
FG003,39,3,Low-Slow,3,80,0.13,1,-9,1.26,1,0,0,1,9,high ss1
FG003,40,3,Low-Slow,3,80,0.71,1,-8,0.2,1,0,0,1,9,high ss1
FG003,41,3,Low-Slow,3,80,0.64,1,-7,0.13,1,0,0,1,9,high ss1
FG003,42,3,Low-Slow,3,80,0.85,-1,-8,0.09,1,0,0,1,9,high ss1
FG003,43,3,Low-Slow,3,80,0.93,-1,-9,0.15,0,0,0,1,9,high ss1
FG003,44,3,Low-Slow,1,15,0.58,-1,-10,0.92,0,1,1,0,9,high ss1
FG003,45,3,Low-Slow,1,15,0.69,-1,-11,0.31,0,0,0,1,9,high ss1
FG003,46,3,Low-Slow,2,5,0.25,-1,-12,0.55,0,1,1,0,9,high ss1
FG003,47,3,Low-Slow,1,15,0.35,-1,-13,0.21,0,1,1,0,9,high ss1
FG003,48,3,Low-Slow,3,80,0.54,1,-12,0.69,0,1,1,0,9,high ss1
FG003,49,3,Low-Slow,3,80,0.31,1,-11,0.09,1,0,0,1,9,high ss1
FG003,50,3,Low-Slow,3,80,0.93,-1,-12,0.12,1,0,0,1,9,high ss1
FG003,151,4,High-Fast,3,15,0.97,-1,-13,2.18,0,0,0,1,9,high ss1
FG003,152,4,High-Fast,1,60,0.29,1,-12,0.06,0,1,1,0,9,high ss1
FG003,153,4,High-Fast,1,60,0.45,1,-11,0.72,1,0,0,1,9,high ss1
FG003,154,4,High-Fast,1,60,0.87,-1,-12,0.19,1,0,0,1,9,high ss1
FG003,155,4,High-Fast,2,25,0.64,-1,-13,1.69,0,1,1,0,9,high ss1
FG003,156,4,High-Fast,3,15,0.91,-1,-14,2.23,0,1,1,0,9,high ss1
FG003,157,4,High-Fast,1,60,0.13,1,-13,0.93,0,1,1,0,9,high ss1
FG003,158,4,High-Fast,1,60,0.93,-1,-14,0.11,1,0,0,1,9,high ss1
FG003,159,4,High-Fast,1,60,0.67,-1,-15,0.12,0,0,0,1,9,high ss1
FG003,160,4,High-Fast,2,25,0.03,1,-14,0.11,0,1,1,0,9,high ss1
FG003,161,4,High-Fast,2,15,0.39,-1,-15,0.77,1,0,0,1,9,high ss1
FG003,162,4,High-Fast,3,60,0.76,-1,-16,0.27,0,1,1,0,9,high ss1
FG003,163,4,High-Fast,3,60,0.43,1,-15,0.13,0,0,0,1,9,high ss1
FG003,164,4,High-Fast,3,60,0.56,1,-14,0.03,1,0,0,1,9,high ss1
FG003,165,4,High-Fast,3,60,0.34,1,-13,0.37,1,0,0,1,9,high ss1
FG003,166,4,High-Fast,3,60,0.14,1,-12,0.48,1,0,0,1,9,high ss1
FG003,167,4,High-Fast,3,60,0.51,1,-11,0.22,1,0,0,1,9,high ss1
FG003,168,4,High-Fast,3,60,0.63,-1,-12,1.2,1,0,0,1,9,high ss1
FG003,169,4,High-Fast,1,25,0.64,-1,-13,2.05,0,1,1,0,9,high ss1
FG003,170,4,High-Fast,2,15,0.51,-1,-14,0.36,0,1,1,0,9,high ss1
FG003,171,4,High-Fast,1,15,0.62,-1,-15,1.45,0,1,1,0,9,high ss1
FG003,172,4,High-Fast,3,25,0.58,-1,-16,0.33,0,1,1,0,9,high ss1
FG003,173,4,High-Fast,1,15,0.18,-1,-17,0.46,0,1,1,0,9,high ss1
FG003,174,4,High-Fast,2,60,0.72,-1,-18,0.03,0,1,1,0,9,high ss1
FG003,175,4,High-Fast,3,25,0.7,-1,-19,0.32,0,1,1,0,9,high ss1
FG003,176,4,High-Fast,1,15,0.71,-1,-20,0.21,0,1,1,0,9,high ss1
FG003,177,4,High-Fast,2,60,0.46,1,-19,0.24,0,1,1,0,9,high ss1
FG003,178,4,High-Fast,2,60,0.75,-1,-20,0.19,1,0,0,1,9,high ss1
FG003,179,4,High-Fast,2,60,0.55,1,-19,0.06,0,0,0,1,9,high ss1
FG003,180,4,High-Fast,2,60,0.33,1,-18,0.09,1,0,0,1,9,high ss1
FG003,181,4,High-Fast,2,15,0.12,1,-17,1.77,1,0,0,1,9,high ss1
FG003,182,4,High-Fast,2,15,0.21,-1,-18,0.53,1,0,0,1,9,high ss1
FG003,183,4,High-Fast,2,15,0.63,-1,-19,0.26,0,0,0,1,9,high ss1
FG003,184,4,High-Fast,2,15,0.53,-1,-20,0.1,0,0,0,1,9,high ss1
FG003,185,4,High-Fast,3,25,0.97,-1,-21,0.27,0,1,1,0,9,high ss1
FG003,186,4,High-Fast,3,25,0.71,-1,-22,1.23,0,0,0,1,9,high ss1
FG003,187,4,High-Fast,1,60,0.38,1,-21,0.79,0,1,1,0,9,high ss1
FG003,188,4,High-Fast,1,60,0.71,-1,-22,0.35,1,0,0,1,9,high ss1
FG003,189,4,High-Fast,1,60,0.04,1,-21,0.45,0,0,0,1,9,high ss1
FG003,190,4,High-Fast,1,60,0.43,1,-20,0.34,1,0,0,1,9,high ss1
FG003,191,4,High-Fast,1,15,0.45,-1,-21,0.96,1,0,0,1,9,high ss1
